18.3.2024,19:30:47.267,14279,45063,24.0,5945,10389,36.3,0.2,1.183,1.163,1.188,1.188,1.188,1.188,1.188,3676.7,3893.0,3893.0,2595.3,3893.0,3893.0,3893.0,99.8,129.7,443.8,11.2,455.3,168.3,125.9,99.7,22.2,56.6,69.7,9.9,40.0,53.4,129.7,4.0,7.3,1.6,11.7,5.7,3.1,2.5,2.1,4.3,3.4,3.1,0.7,2.6,11.7,4.0,3.2,6.7,0.3,13.2,4.9,3.6,2.8,0.6,1.6,1.9,0.3,1.0,1.3,3.2,36.8,39.0,39.0,26.0,39.0,39.0,39.0,1.2,9.9,11.5,19.6,9.6,4.4,4.9,9.4,45.3,73.8,46.9,41.5,22.0,22.3,65.2,44.8,14.7,33.5,48.9,73.6,72.9,25.4,1330.9,13.33,20,19,19,43,62,467,1,36.4,36.6,34.2,34.5,35.5,34.4,33.5,33.6,33.9,34.0,34.5,33.6,1.188,0.875,1.175,6.676,8.392,6.676,80.703,18.596,0.789,1.077,1.443,0.764,0.355,0.356,0.741,7.991,7.341,15.332,18.635,1330.9,1330.9,3859.8,3868.8,3850.8,21.2,11.1,89.7,38.6,164.9,Нет,Нет,Нет,0.6,33,48,36,13,49,44,1.188,3.344,12.312,5.040,0.852,0.912,1.212,3.264,3.240,3.072,1344,666,Да,38,Нет,Нет,44197,50270,0.0,0.0,0.0,0.000,0.000,242063,159325,31.5,41.3,83.0,0.656,12.348,12.350,12.346,1102,7.560,2.788,2.664,6.545,2.654,3.896,0.971,300.0,202.5,540.0,45.2,540.0,5.0,7.0,0.0,0.0,19.9,1.0,4.0,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.1,11.9,3283,813,673,65,2.5,8.4,8.6,119.46,1.62,0,0,0.000,0.000,25602,144085,30.442,2033.575,0,0.000,
18.3.2024,19:30:48.285,14287,45055,24.0,5948,10387,36.4,0.2,1.200,1.212,1.212,1.212,1.212,1.175,1.175,3011.2,2994.6,2994.6,2994.6,2595.3,2595.3,3893.0,99.8,171.2,450.3,29.2,821.2,181.8,106.7,107.0,35.5,6.2,180.2,16.2,70.0,50.6,171.2,3.5,6.0,1.7,22.0,4.2,2.3,2.3,0.6,0.0,2.8,0.0,0.0,0.7,22.0,3.5,4.5,7.1,0.8,24.0,5.3,3.1,3.1,1.0,0.2,5.2,0.4,1.9,1.4,4.5,30.2,30.0,30.0,30.0,26.0,26.0,39.0,4.0,12.5,11.9,30.0,10.1,3.4,9.6,9.8,47.8,63.2,63.4,52.2,10.1,40.0,58.0,39.7,24.9,6.7,37.7,86.5,50.4,32.2,1330.9,13.33,20,19,19,43,62,467,1,36.4,37.0,34.4,34.5,36.4,34.4,33.2,33.9,33.8,34.0,34.6,33.5,1.200,0.875,1.200,7.472,8.480,7.473,76.723,19.559,0.941,0.985,2.216,0.830,0.178,0.689,0.748,8.881,7.417,16.298,19.623,1330.9,1330.9,3772.7,3837.9,3707.6,22.4,12.5,85.2,39.0,154.2,Нет,Нет,Нет,0.7,33,48,36,13,49,44,1.224,3.344,12.312,5.040,0.864,0.900,1.212,3.264,3.240,3.072,1339,666,Да,38,Нет,Нет,44197,50270,0.0,0.1,0.1,0.000,0.024,242063,159325,31.6,41.4,83.0,0.656,12.346,12.348,12.344,1102,7.557,2.778,2.614,6.545,2.605,3.943,0.961,300.0,202.5,540.0,58.6,540.0,10.0,9.0,0.0,0.0,19.9,2.1,8.2,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.1,12.3,3283,813,674,67,2.5,60.1,55.0,16.63,2.26,0,0,0.000,0.000,25602,144086,20.119,1000.754,0,0.000,
18.3.2024,19:30:49.327,14282,45060,24.0,5937,10397,36.3,0.2,1.186,1.181,1.188,1.188,1.188,1.188,1.188,3818.1,3818.1,3818.1,3818.1,3818.1,3818.1,3818.1,99.8,155.0,441.4,3.4,574.6,215.0,80.8,71.5,139.8,7.8,149.4,44.9,92.1,39.7,155.0,4.2,6.6,0.0,14.2,4.7,2.9,2.7,2.8,2.4,4.7,3.3,4.4,1.6,14.2,4.2,4.0,8.1,0.1,16.7,6.3,2.3,2.0,4.0,0.2,4.2,1.2,2.5,1.0,4.0,38.3,38.3,38.3,38.3,38.3,38.3,38.3,1.3,12.1,11.8,24.4,7.9,8.4,9.8,10.4,46.1,55.4,56.3,35.4,37.7,36.0,55.5,41.8,32.8,19.3,56.7,53.9,54.2,34.0,1330.9,13.33,20,19,19,43,62,467,1,36.3,36.5,34.1,34.2,35.6,34.0,33.5,33.8,33.8,33.8,34.3,33.4,1.188,0.875,1.175,7.322,8.436,7.300,75.538,19.330,0.876,0.920,1.741,0.560,0.618,0.679,0.737,8.671,7.380,16.050,19.334,1330.9,1330.9,3802.9,3837.3,3768.5,22.0,12.2,83.9,38.4,161.8,Нет,Нет,Нет,0.7,33,48,36,13,49,44,1.212,3.344,12.240,5.040,0.864,0.900,1.224,3.264,3.240,3.072,1339,667,Да,38,Нет,Нет,44197,50270,4.3,0.1,4.4,4.561,0.077,242067,159325,31.6,41.6,83.0,0.656,12.329,12.338,12.319,1101,8.508,3.197,2.975,7.502,2.969,4.533,1.202,300.0,202.5,540.0,31.3,540.0,0.0,5.0,0.0,0.0,19.7,1.2,4.6,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,11.3,12.8,3288,808,668,64,2.5,60.1,57.3,16.65,2.27,0,0,0.000,0.000,25602,144087,8.931,677.826,0,0.000,
18.3.2024,19:30:50.300,14297,45045,24.0,5961,10374,36.4,0.2,1.188,1.188,1.188,1.188,1.188,1.188,1.188,3447.9,3893.0,3893.0,2595.3,3893.0,2595.3,3818.1,99.8,155.7,414.9,9.1,489.1,189.6,130.8,77.5,175.9,8.6,136.9,22.2,64.5,149.0,155.7,4.0,7.4,1.2,13.6,5.9,2.8,1.5,5.5,0.0,4.4,0.0,2.5,3.2,13.6,4.0,4.0,7.1,0.2,14.2,5.5,3.8,2.2,5.1,0.2,3.8,0.6,1.7,4.2,4.0,34.5,39.0,39.0,26.0,39.0,26.0,38.3,0.0,11.8,10.8,21.1,9.6,8.4,8.6,12.6,59.0,74.5,62.3,56.1,42.4,49.3,69.6,29.1,14.8,16.6,34.3,49.2,42.1,17.8,1330.9,13.33,20,19,19,43,62,467,1,36.1,36.6,34.4,34.5,35.6,34.5,33.7,34.1,34.2,34.1,34.5,33.7,1.212,0.875,1.206,7.575,8.447,7.596,84.098,19.701,0.973,1.041,1.592,0.846,0.629,0.730,0.998,9.050,7.390,16.440,19.781,1330.9,1330.9,3860.5,3864.5,3856.4,22.5,12.7,93.4,38.5,152.1,Нет,Нет,Нет,0.7,33,48,36,13,49,44,1.176,3.344,12.312,5.040,0.852,0.900,1.224,3.264,3.240,3.072,1339,667,Да,38,Нет,Нет,44197,50270,1.7,0.0,1.8,0.398,0.024,242067,159325,31.5,41.4,83.0,0.656,12.346,12.348,12.343,1102,7.521,2.770,2.643,6.508,2.641,3.878,0.951,300.0,202.5,540.0,50.4,540.0,8.0,8.0,0.0,0.0,19.7,0.4,1.8,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.0,11.7,3288,808,668,64,2.5,60.1,57.3,16.65,2.27,0,0,0.000,0.000,25602,144088,14.518,1380.191,0,0.000,
18.3.2024,19:30:51.303,14290,45052,24.0,5957,10377,36.4,0.2,0.492,0.413,0.413,0.413,0.413,0.413,0.887,3131.9,2994.6,2994.6,2994.6,2994.6,2994.6,3818.1,99.8,73.5,270.8,6.2,109.1,171.9,145.9,23.5,20.4,4.6,43.6,7.1,54.4,24.5,73.5,1.5,2.8,0.0,2.5,4.0,4.9,0.0,0.1,1.2,0.7,1.2,0.9,0.1,4.9,1.5,1.7,3.3,0.2,3.1,5.0,4.2,0.7,0.5,0.1,1.2,0.2,1.5,0.6,1.7,31.4,30.0,30.0,30.0,30.0,30.0,38.3,10.6,6.9,7.5,10.7,7.6,3.2,4.2,8.5,27.7,43.5,31.5,23.3,8.0,13.2,47.0,65.3,49.0,57.8,69.1,88.9,82.6,44.5,1330.9,13.33,20,19,19,43,62,467,1,35.9,35.9,33.7,33.8,34.4,33.9,33.0,33.3,33.6,33.6,33.9,33.2,1.212,0.875,1.206,5.094,8.279,5.098,61.400,16.299,0.436,0.545,0.680,0.519,0.121,0.222,0.530,5.887,7.239,13.127,16.410,1330.9,1330.9,3713.6,3728.0,3699.3,18.7,8.5,68.2,37.8,217.1,Нет,Нет,Нет,0.4,33,48,35,13,49,44,0.900,3.344,12.312,5.040,0.864,0.900,1.212,3.264,3.240,3.072,1339,668,Да,38,Нет,Нет,44197,50270,0.0,0.0,0.0,0.000,0.000,242067,159325,31.5,41.4,83.0,0.656,12.350,12.351,12.348,1103,7.540,2.779,2.636,6.534,2.630,3.904,0.969,300.0,202.5,540.0,31.5,540.0,0.0,5.0,0.0,0.0,19.7,0.1,0.3,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.1,11.8,3288,808,668,64,2.5,61.2,56.7,16.33,2.18,0,0,0.000,0.000,25602,144089,7.889,729.510,0,0.000,
18.3.2024,19:30:52.350,14287,45056,24.0,5957,10378,36.4,0.2,1.192,1.212,1.188,1.188,1.188,1.188,1.188,3830.6,3893.0,3818.1,3818.1,3818.1,3818.1,3818.1,99.8,115.5,377.1,2.3,495.7,170.7,64.2,58.3,22.8,3.8,98.3,11.8,44.7,36.7,115.5,3.2,5.7,0.0,12.8,4.9,2.2,5.2,1.1,0.6,2.7,0.8,1.5,1.3,12.8,3.2,2.7,5.5,0.1,13.8,5.0,1.8,1.6,0.5,0.1,2.2,0.3,1.0,0.8,2.7,38.4,39.0,38.3,38.3,38.3,38.3,38.3,3.0,8.3,10.2,19.4,6.3,2.5,4.2,7.0,25.4,50.0,32.9,18.1,6.5,6.5,38.6,66.3,39.8,47.8,75.6,91.0,89.3,54.4,1330.9,13.33,20,19,19,43,62,467,1,35.9,36.2,33.6,33.7,35.0,33.6,32.8,33.0,33.4,33.5,33.9,33.0,1.200,0.869,1.206,5.547,8.331,5.521,62.672,17.081,0.554,0.736,1.403,0.372,0.117,0.242,0.454,6.487,7.288,13.775,17.017,1330.9,1330.9,3738.6,3806.4,3670.8,19.4,9.2,69.6,38.2,195.6,Нет,Нет,Нет,0.5,33,48,35,13,49,44,1.212,3.344,12.240,5.040,0.852,0.900,1.224,3.264,3.240,3.072,1339,668,Да,38,Нет,Нет,44197,50270,0.0,0.0,0.0,0.000,0.004,242067,159325,31.4,41.3,83.0,0.656,12.332,12.340,12.325,1102,8.079,3.028,2.818,7.071,2.810,4.261,1.209,300.0,202.5,540.0,30.3,540.0,0.0,5.0,0.0,0.0,19.7,0.9,3.7,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,11.7,13.0,3291,805,665,67,2.5,61.2,56.7,16.33,2.18,0,0,0.000,0.000,25602,144091,16.979,1761.368,0,0.000,
18.3.2024,19:30:53.317,14289,45054,24.0,5952,10382,36.4,0.2,1.194,1.200,1.200,1.200,1.188,1.188,1.188,3423.0,3893.0,2595.3,2595.3,3818.1,3818.1,3818.1,99.8,130.8,380.1,23.1,89.4,304.1,268.5,45.8,159.0,14.2,120.8,64.7,66.0,33.7,130.8,2.5,4.8,1.6,0.9,7.5,5.1,0.8,3.7,0.0,3.2,1.1,1.2,0.0,7.5,2.5,3.4,5.7,0.6,3.2,8.9,7.8,1.3,4.6,0.4,4.0,1.8,1.9,0.8,3.4,34.3,39.0,26.0,26.0,38.3,38.3,38.3,0.2,10.2,9.9,13.1,11.3,8.6,9.5,8.8,48.0,62.4,40.2,45.8,42.5,47.3,49.9,41.8,27.7,46.7,42.9,48.9,43.2,41.3,1330.9,13.33,20,19,19,43,62,467,1,36.0,36.2,34.1,34.2,34.7,34.4,33.5,33.8,33.7,33.8,34.2,33.4,1.188,0.875,1.181,6.811,8.392,6.830,80.990,18.711,0.787,0.869,0.897,0.909,0.689,0.736,0.621,8.126,7.342,15.467,18.789,1330.9,1330.9,3847.2,3844.0,3850.3,21.4,11.4,90.0,38.1,164.9,Нет,Нет,Нет,0.6,33,48,36,13,49,44,1.212,3.344,12.240,5.040,0.852,0.900,1.224,3.264,3.240,3.072,1300,667,Да,38,Нет,Нет,44197,50270,3.4,0.6,4.0,4.388,2.563,242072,159328,31.5,41.3,83.0,0.656,12.343,12.346,12.339,1101,7.536,2.779,2.661,6.531,2.653,3.875,0.957,300.0,202.5,540.0,46.3,540.0,6.0,7.0,0.0,0.0,19.6,0.3,1.2,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.0,12.1,3292,804,664,67,2.5,73.4,60.2,13.62,2.15,0,0,0.000,0.000,25602,144092,15.290,951.922,0,0.000,
18.3.2024,19:30:54.334,14277,45066,24.0,5944,10390,36.3,0.2,1.206,1.212,1.212,1.212,1.200,1.200,1.200,3227.5,3893.0,3893.0,2595.3,2994.6,2994.6,2994.6,99.8,86.9,346.1,3.2,156.4,182.0,146.9,38.1,20.1,5.3,29.4,11.1,78.0,25.9,86.9,2.4,5.3,0.2,5.7,4.8,5.4,1.3,0.0,1.7,0.9,0.0,1.9,2.1,5.7,2.4,2.1,5.5,0.1,4.4,5.3,4.3,1.1,0.5,0.1,0.8,0.3,2.1,0.6,2.1,32.3,39.0,39.0,26.0,30.0,30.0,30.0,0.0,7.3,9.0,11.7,7.6,2.6,3.4,9.7,40.6,54.9,47.0,31.2,18.0,22.3,70.1,52.1,36.1,41.3,61.3,79.4,74.4,20.1,1330.9,13.33,20,19,19,43,62,467,1,36.0,35.9,33.8,33.9,34.6,34.0,33.2,33.3,33.8,33.7,34.0,33.4,1.212,0.875,1.206,5.766,8.290,5.768,75.111,17.385,0.604,0.790,0.904,0.611,0.209,0.290,0.820,6.891,7.253,14.144,17.426,1330.9,1330.9,3861.8,3857.8,3865.8,19.9,9.6,83.5,37.8,184.7,Нет,Нет,Нет,0.4,33,48,36,13,49,44,1.212,3.344,12.240,5.040,0.864,0.912,1.212,3.264,3.240,3.072,1285,667,Да,38,Нет,Нет,44197,50270,0.3,0.0,0.3,0.636,0.000,242072,159328,31.4,41.3,83.0,0.656,12.346,12.348,12.344,1101,7.588,2.798,2.661,6.582,2.654,3.927,0.967,300.0,202.5,540.0,31.9,540.0,0.0,5.0,0.0,0.0,19.6,0.1,0.4,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.1,10.4,3292,804,664,67,2.5,60.8,60.0,16.45,2.14,0,0,0.000,0.000,25602,144093,19.845,1594.414,0,0.000,
18.3.2024,19:30:55.356,14276,45067,24.0,5955,10379,36.4,0.2,1.188,1.188,1.188,1.188,1.188,1.188,1.188,3460.4,3893.0,2595.3,3893.0,3893.0,2595.3,3893.0,99.8,77.4,334.5,6.7,103.5,193.1,137.3,29.8,14.2,14.1,25.4,4.4,28.7,36.8,77.4,2.5,5.0,2.3,3.4,5.6,4.2,1.5,2.5,1.0,1.3,0.7,1.2,1.4,5.6,2.5,1.8,4.6,0.2,2.9,5.6,4.0,0.8,0.4,0.3,0.7,0.1,0.7,0.8,1.8,34.7,39.0,26.0,39.0,39.0,26.0,39.0,0.0,6.3,8.7,10.2,6.8,2.5,2.0,7.6,34.7,58.5,37.6,30.0,16.5,11.7,53.6,59.1,33.0,52.2,63.2,80.9,86.2,38.8,1330.9,13.33,20,19,19,43,62,467,1,35.8,35.8,33.6,33.8,34.3,33.8,33.0,33.1,33.5,33.5,33.9,33.2,1.212,0.875,1.206,5.212,8.258,5.212,76.325,16.724,0.512,0.831,0.783,0.561,0.191,0.163,0.546,6.261,7.225,13.486,16.755,1330.9,1330.9,3885.1,3889.1,3881.1,19.1,8.7,84.8,37.7,196.9,Нет,Нет,Нет,0.4,33,48,35,13,49,44,1.212,3.344,12.240,5.040,0.864,0.912,1.212,3.264,3.240,3.072,1280,667,Да,38,Нет,Нет,44197,50270,0.0,0.0,0.0,0.000,0.100,242072,159328,31.3,41.2,83.0,0.656,12.348,12.350,12.346,1101,7.563,2.788,2.656,6.558,2.654,3.907,0.951,300.0,202.5,540.0,32.4,540.0,0.0,5.0,0.0,0.0,19.6,0.1,0.4,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.4,10.5,3292,804,663,67,2.5,59.9,55.0,16.70,2.35,0,0,0.000,0.000,25602,144095,14.153,1493.970,0,0.000,
18.3.2024,19:30:56.341,14269,45074,24.0,5953,10382,36.4,0.2,1.188,1.188,1.188,1.188,1.188,1.188,1.188,3244.1,3893.0,3893.0,2595.3,2595.3,2595.3,3893.0,99.8,76.9,318.1,1.2,82.7,214.7,129.1,37.0,11.4,13.2,49.0,3.6,28.0,34.7,76.9,1.0,3.2,0.0,1.4,4.7,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.7,1.0,1.8,4.3,0.0,2.3,6.3,3.7,1.0,0.3,0.3,1.4,0.1,0.6,0.7,1.8,32.5,39.0,39.0,26.0,26.0,26.0,39.0,0.0,6.1,8.3,10.3,6.6,2.0,2.2,7.4,34.1,58.7,43.6,27.4,13.6,5.6,55.7,59.8,33.1,46.1,66.0,84.3,92.2,36.9,1330.9,13.33,20,19,19,43,62,467,1,35.8,35.7,33.5,33.7,34.3,33.7,32.9,33.0,33.4,33.5,33.8,33.1,1.212,0.875,1.206,5.282,8.263,5.282,73.844,16.768,0.492,0.779,0.796,0.530,0.161,0.133,0.553,6.313,7.229,13.542,16.810,1330.9,1330.9,3864.6,3872.2,3857.0,19.2,8.8,82.0,37.6,207.0,Нет,Нет,Нет,0.4,33,47,35,13,49,44,1.236,3.344,12.312,5.040,0.852,0.912,1.212,3.264,3.240,3.072,1278,668,Да,38,Нет,Нет,44197,50270,0.0,0.1,0.1,0.000,0.146,242072,159328,31.4,41.2,83.0,0.656,12.345,12.347,12.342,1102,7.601,2.809,2.699,6.594,2.691,3.902,0.967,300.0,202.5,540.0,32.9,540.0,0.0,5.0,0.0,0.0,19.6,0.1,0.4,0.0,0.0,0.0,26,Да,Нет,Нет,Нет,Нет,Да,Нет,10.2,11.0,3293,803,663,67,2.5,0.0,0.0,0.00,0.00,0,0,0.000,0.000,25602,144096,15.299,1494.558,0,0.000,
